Metric,DCA_AI_Hybrid,Pure_DCA_50k,Yearly_Lump_Sum
Total_Invested,1800000.0,1520452.96,1780220.6800000002
Final_Value,2024284.96,2199445.56,2848000.02
Total_Return_Pct,12.460275555555555,44.65725792661156,59.98016717792537
Annualized_Return_Pct,4.071571151869757,13.368340879060693,17.314606661720887
Sharpe_Ratio,0.9902345696069939,2.046325482258397,1.1853146517989046
Max_Drawdown_Pct,-16.441269277175344,-21.90472802145564,-26.71059091244299
DCA_Buys,35.0,N/A,N/A
AI_Trades,4.0,N/A,N/A
AI_Win_Rate_Pct,75.0,N/A,N/A
