Metric,V4_No_Filter,Buy_Hold
Initial_Capital,1000000.0,1000000
Final_Value,1343861.02,1982408.753581944
Total_Return_Pct,34.386102,98.24087535819439
Annualized_Return_Pct,10.565939278141755,26.18316478398266
Sharpe_Ratio,0.7591406434058979,1.21207031369579
Max_Drawdown_Pct,-13.31298038896865,-28.693158639001265
Trades,4.0,N/A
Win_Rate_Pct,75.0,N/A
Avg_Return_Pct,9.78025967064269,N/A
Avg_Hold_Days,94.0,N/A
